t-24,t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,forecast
153900.0000,147420.0000,149580.0000,146340.0000,153900.0000,162000.0000,154811.0000,149580.0000,147960.0000,143640.0000,144720.0000,153900.0000,148871.0000,154440.0000,146340.0000,145800.0000,146340.0000,141480.0000,134460.0000,150491.0000,138240.0000,146340.0000,147420.0000,129600.0000,142872.3000
149580.0000,149040.0000,150660.0000,152280.0000,135000.0000,140231.0000,158760.0000,151740.0000,149580.0000,152280.0000,150660.0000,146171.0000,153360.0000,158220.0000,152820.0000,159840.0000,158220.0000,163080.0000,152651.0000,155520.0000,151740.0000,156060.0000,161460.0000,166320.0000,158503.2000
144180.0000,153360.0000,142560.0000,146880.0000,140940.0000,153731.0000,160380.0000,149040.0000,151740.0000,153360.0000,154440.0000,152111.0000,147960.0000,151200.0000,135000.0000,147960.0000,139320.0000,146880.0000,144551.0000,140940.0000,133380.0000,134460.0000,139320.0000,133380.0000,139152.8000
147420.0000,149580.0000,146340.0000,153900.0000,162000.0000,154811.0000,149580.0000,147960.0000,143640.0000,144720.0000,153900.0000,148871.0000,154440.0000,146340.0000,145800.0000,146340.0000,141480.0000,134460.0000,150491.0000,138240.0000,146340.0000,147420.0000,129600.0000,134460.0000,139826.9000
149040.0000,150660.0000,152280.0000,135000.0000,140231.0000,158760.0000,151740.0000,149580.0000,152280.0000,150660.0000,146171.0000,153360.0000,158220.0000,152820.0000,159840.0000,158220.0000,163080.0000,152651.0000,155520.0000,151740.0000,156060.0000,161460.0000,166320.0000,162000.0000,156981.5000
153360.0000,142560.0000,146880.0000,140940.0000,153731.0000,160380.0000,149040.0000,151740.0000,153360.0000,154440.0000,152111.0000,147960.0000,151200.0000,135000.0000,147960.0000,139320.0000,146880.0000,144551.0000,140940.0000,133380.0000,134460.0000,139320.0000,133380.0000,130140.0000,134993.0000
149580.0000,146340.0000,153900.0000,162000.0000,154811.0000,149580.0000,147960.0000,143640.0000,144720.0000,153900.0000,148871.0000,154440.0000,146340.0000,145800.0000,146340.0000,141480.0000,134460.0000,150491.0000,138240.0000,146340.0000,147420.0000,129600.0000,134460.0000,142020.0000,142926.0000
150660.0000,152280.0000,135000.0000,140231.0000,158760.0000,151740.0000,149580.0000,152280.0000,150660.0000,146171.0000,153360.0000,158220.0000,152820.0000,159840.0000,158220.0000,163080.0000,152651.0000,155520.0000,151740.0000,156060.0000,161460.0000,166320.0000,162000.0000,155891.0000,154903.9000
142560.0000,146880.0000,140940.0000,153731.0000,160380.0000,149040.0000,151740.0000,153360.0000,154440.0000,152111.0000,147960.0000,151200.0000,135000.0000,147960.0000,139320.0000,146880.0000,144551.0000,140940.0000,133380.0000,134460.0000,139320.0000,133380.0000,130140.0000,158051.0000,144387.0000
146340.0000,153900.0000,162000.0000,154811.0000,149580.0000,147960.0000,143640.0000,144720.0000,153900.0000,148871.0000,154440.0000,146340.0000,145800.0000,146340.0000,141480.0000,134460.0000,150491.0000,138240.0000,146340.0000,147420.0000,129600.0000,134460.0000,142020.0000,147251.0000,146337.6000
152280.0000,135000.0000,140231.0000,158760.0000,151740.0000,149580.0000,152280.0000,150660.0000,146171.0000,153360.0000,158220.0000,152820.0000,159840.0000,158220.0000,163080.0000,152651.0000,155520.0000,151740.0000,156060.0000,161460.0000,166320.0000,162000.0000,155891.0000,162540.0000,159817.0000
146880.0000,140940.0000,153731.0000,160380.0000,149040.0000,151740.0000,153360.0000,154440.0000,152111.0000,147960.0000,151200.0000,135000.0000,147960.0000,139320.0000,146880.0000,144551.0000,140940.0000,133380.0000,134460.0000,139320.0000,133380.0000,130140.0000,158051.0000,153360.0000,149406.6000
153900.0000,162000.0000,154811.0000,149580.0000,147960.0000,143640.0000,144720.0000,153900.0000,148871.0000,154440.0000,146340.0000,145800.0000,146340.0000,141480.0000,134460.0000,150491.0000,138240.0000,146340.0000,147420.0000,129600.0000,134460.0000,142020.0000,147251.0000,142020.0000,144361.9000
135000.0000,140231.0000,158760.0000,151740.0000,149580.0000,152280.0000,150660.0000,146171.0000,153360.0000,158220.0000,152820.0000,159840.0000,158220.0000,163080.0000,152651.0000,155520.0000,151740.0000,156060.0000,161460.0000,166320.0000,162000.0000,155891.0000,162540.0000,152280.0000,153173.8000
140940.0000,153731.0000,160380.0000,149040.0000,151740.0000,153360.0000,154440.0000,152111.0000,147960.0000,151200.0000,135000.0000,147960.0000,139320.0000,146880.0000,144551.0000,140940.0000,133380.0000,134460.0000,139320.0000,133380.0000,130140.0000,158051.0000,153360.0000,147420.0000,147226.2000
162000.0000,154811.0000,149580.0000,147960.0000,143640.0000,144720.0000,153900.0000,148871.0000,154440.0000,146340.0000,145800.0000,146340.0000,141480.0000,134460.0000,150491.0000,138240.0000,146340.0000,147420.0000,129600.0000,134460.0000,142020.0000,147251.0000,142020.0000,143640.0000,144660.5000
140231.0000,158760.0000,151740.0000,149580.0000,152280.0000,150660.0000,146171.0000,153360.0000,158220.0000,152820.0000,159840.0000,158220.0000,163080.0000,152651.0000,155520.0000,151740.0000,156060.0000,161460.0000,166320.0000,162000.0000,155891.0000,162540.0000,152280.0000,147420.0000,152378.3000
153731.0000,160380.0000,149040.0000,151740.0000,153360.0000,154440.0000,152111.0000,147960.0000,151200.0000,135000.0000,147960.0000,139320.0000,146880.0000,144551.0000,140940.0000,133380.0000,134460.0000,139320.0000,133380.0000,130140.0000,158051.0000,153360.0000,147420.0000,142560.0000,145464.0000
154811.0000,149580.0000,147960.0000,143640.0000,144720.0000,153900.0000,148871.0000,154440.0000,146340.0000,145800.0000,146340.0000,141480.0000,134460.0000,150491.0000,138240.0000,146340.0000,147420.0000,129600.0000,134460.0000,142020.0000,147251.0000,142020.0000,143640.0000,140400.0000,143610.2000
158760.0000,151740.0000,149580.0000,152280.0000,150660.0000,146171.0000,153360.0000,158220.0000,152820.0000,159840.0000,158220.0000,163080.0000,152651.0000,155520.0000,151740.0000,156060.0000,161460.0000,166320.0000,162000.0000,155891.0000,162540.0000,152280.0000,147420.0000,149580.0000,152422.2000
160380.0000,149040.0000,151740.0000,153360.0000,154440.0000,152111.0000,147960.0000,151200.0000,135000.0000,147960.0000,139320.0000,146880.0000,144551.0000,140940.0000,133380.0000,134460.0000,139320.0000,133380.0000,130140.0000,158051.0000,153360.0000,147420.0000,142560.0000,140400.0000,143820.3000
149580.0000,147960.0000,143640.0000,144720.0000,153900.0000,148871.0000,154440.0000,146340.0000,145800.0000,146340.0000,141480.0000,134460.0000,150491.0000,138240.0000,146340.0000,147420.0000,129600.0000,134460.0000,142020.0000,147251.0000,142020.0000,143640.0000,140400.0000,143100.0000,143874.5000
151740.0000,149580.0000,152280.0000,150660.0000,146171.0000,153360.0000,158220.0000,152820.0000,159840.0000,158220.0000,163080.0000,152651.0000,155520.0000,151740.0000,156060.0000,161460.0000,166320.0000,162000.0000,155891.0000,162540.0000,152280.0000,147420.0000,149580.0000,147960.0000,151395.2000
149040.0000,151740.0000,153360.0000,154440.0000,152111.0000,147960.0000,151200.0000,135000.0000,147960.0000,139320.0000,146880.0000,144551.0000,140940.0000,133380.0000,134460.0000,139320.0000,133380.0000,130140.0000,158051.0000,153360.0000,147420.0000,142560.0000,140400.0000,150120.0000,146985.2000
147960.0000,143640.0000,144720.0000,153900.0000,148871.0000,154440.0000,146340.0000,145800.0000,146340.0000,141480.0000,134460.0000,150491.0000,138240.0000,146340.0000,147420.0000,129600.0000,134460.0000,142020.0000,147251.0000,142020.0000,143640.0000,140400.0000,143100.0000,149580.0000,145394.0000
149580.0000,152280.0000,150660.0000,146171.0000,153360.0000,158220.0000,152820.0000,159840.0000,158220.0000,163080.0000,152651.0000,155520.0000,151740.0000,156060.0000,161460.0000,166320.0000,162000.0000,155891.0000,162540.0000,152280.0000,147420.0000,149580.0000,147960.0000,149411.0000,152965.5000
151740.0000,153360.0000,154440.0000,152111.0000,147960.0000,151200.0000,135000.0000,147960.0000,139320.0000,146880.0000,144551.0000,140940.0000,133380.0000,134460.0000,139320.0000,133380.0000,130140.0000,158051.0000,153360.0000,147420.0000,142560.0000,140400.0000,150120.0000,151571.0000,147722.2000
143640.0000,144720.0000,153900.0000,148871.0000,154440.0000,146340.0000,145800.0000,146340.0000,141480.0000,134460.0000,150491.0000,138240.0000,146340.0000,147420.0000,129600.0000,134460.0000,142020.0000,147251.0000,142020.0000,143640.0000,140400.0000,143100.0000,149580.0000,137531.0000,143728.3000
152280.0000,150660.0000,146171.0000,153360.0000,158220.0000,152820.0000,159840.0000,158220.0000,163080.0000,152651.0000,155520.0000,151740.0000,156060.0000,161460.0000,166320.0000,162000.0000,155891.0000,162540.0000,152280.0000,147420.0000,149580.0000,147960.0000,149411.0000,164700.0000,163253.6000
153360.0000,154440.0000,152111.0000,147960.0000,151200.0000,135000.0000,147960.0000,139320.0000,146880.0000,144551.0000,140940.0000,133380.0000,134460.0000,139320.0000,133380.0000,130140.0000,158051.0000,153360.0000,147420.0000,142560.0000,140400.0000,150120.0000,151571.0000,143100.0000,143449.4000
144720.0000,153900.0000,148871.0000,154440.0000,146340.0000,145800.0000,146340.0000,141480.0000,134460.0000,150491.0000,138240.0000,146340.0000,147420.0000,129600.0000,134460.0000,142020.0000,147251.0000,142020.0000,143640.0000,140400.0000,143100.0000,149580.0000,137531.0000,140940.0000,143326.5000
150660.0000,146171.0000,153360.0000,158220.0000,152820.0000,159840.0000,158220.0000,163080.0000,152651.0000,155520.0000,151740.0000,156060.0000,161460.0000,166320.0000,162000.0000,155891.0000,162540.0000,152280.0000,147420.0000,149580.0000,147960.0000,149411.0000,164700.0000,165240.0000,162044.8000
154440.0000,152111.0000,147960.0000,151200.0000,135000.0000,147960.0000,139320.0000,146880.0000,144551.0000,140940.0000,133380.0000,134460.0000,139320.0000,133380.0000,130140.0000,158051.0000,153360.0000,147420.0000,142560.0000,140400.0000,150120.0000,151571.0000,143100.0000,152280.0000,146073.7000
153900.0000,148871.0000,154440.0000,146340.0000,145800.0000,146340.0000,141480.0000,134460.0000,150491.0000,138240.0000,146340.0000,147420.0000,129600.0000,134460.0000,142020.0000,147251.0000,142020.0000,143640.0000,140400.0000,143100.0000,149580.0000,137531.0000,140940.0000,144720.0000,143975.3000
146171.0000,153360.0000,158220.0000,152820.0000,159840.0000,158220.0000,163080.0000,152651.0000,155520.0000,151740.0000,156060.0000,161460.0000,166320.0000,162000.0000,155891.0000,162540.0000,152280.0000,147420.0000,149580.0000,147960.0000,149411.0000,164700.0000,165240.0000,153360.0000,155520.2000
152111.0000,147960.0000,151200.0000,135000.0000,147960.0000,139320.0000,146880.0000,144551.0000,140940.0000,133380.0000,134460.0000,139320.0000,133380.0000,130140.0000,158051.0000,153360.0000,147420.0000,142560.0000,140400.0000,150120.0000,151571.0000,143100.0000,152280.0000,149580.0000,144521.5000
148871.0000,154440.0000,146340.0000,145800.0000,146340.0000,141480.0000,134460.0000,150491.0000,138240.0000,146340.0000,147420.0000,129600.0000,134460.0000,142020.0000,147251.0000,142020.0000,143640.0000,140400.0000,143100.0000,149580.0000,137531.0000,140940.0000,144720.0000,136620.0000,142946.9000
153360.0000,158220.0000,152820.0000,159840.0000,158220.0000,163080.0000,152651.0000,155520.0000,151740.0000,156060.0000,161460.0000,166320.0000,162000.0000,155891.0000,162540.0000,152280.0000,147420.0000,149580.0000,147960.0000,149411.0000,164700.0000,165240.0000,153360.0000,162540.0000,158866.8000
147960.0000,151200.0000,135000.0000,147960.0000,139320.0000,146880.0000,144551.0000,140940.0000,133380.0000,134460.0000,139320.0000,133380.0000,130140.0000,158051.0000,153360.0000,147420.0000,142560.0000,140400.0000,150120.0000,151571.0000,143100.0000,152280.0000,149580.0000,139860.0000,141002.0000
154440.0000,146340.0000,145800.0000,146340.0000,141480.0000,134460.0000,150491.0000,138240.0000,146340.0000,147420.0000,129600.0000,134460.0000,142020.0000,147251.0000,142020.0000,143640.0000,140400.0000,143100.0000,149580.0000,137531.0000,140940.0000,144720.0000,136620.0000,143640.0000,143682.1000
158220.0000,152820.0000,159840.0000,158220.0000,163080.0000,152651.0000,155520.0000,151740.0000,156060.0000,161460.0000,166320.0000,162000.0000,155891.0000,162540.0000,152280.0000,147420.0000,149580.0000,147960.0000,149411.0000,164700.0000,165240.0000,153360.0000,162540.0000,159840.0000,158051.5000
151200.0000,135000.0000,147960.0000,139320.0000,146880.0000,144551.0000,140940.0000,133380.0000,134460.0000,139320.0000,133380.0000,130140.0000,158051.0000,153360.0000,147420.0000,142560.0000,140400.0000,150120.0000,151571.0000,143100.0000,152280.0000,149580.0000,139860.0000,140400.0000,141432.8000
146340.0000,145800.0000,146340.0000,141480.0000,134460.0000,150491.0000,138240.0000,146340.0000,147420.0000,129600.0000,134460.0000,142020.0000,147251.0000,142020.0000,143640.0000,140400.0000,143100.0000,149580.0000,137531.0000,140940.0000,144720.0000,136620.0000,143640.0000,142020.0000,142443.2000
152820.0000,159840.0000,158220.0000,163080.0000,152651.0000,155520.0000,151740.0000,156060.0000,161460.0000,166320.0000,162000.0000,155891.0000,162540.0000,152280.0000,147420.0000,149580.0000,147960.0000,149411.0000,164700.0000,165240.0000,153360.0000,162540.0000,159840.0000,160920.0000,156914.0000
135000.0000,147960.0000,139320.0000,146880.0000,144551.0000,140940.0000,133380.0000,134460.0000,139320.0000,133380.0000,130140.0000,158051.0000,153360.0000,147420.0000,142560.0000,140400.0000,150120.0000,151571.0000,143100.0000,152280.0000,149580.0000,139860.0000,140400.0000,144180.0000,142545.7000
145800.0000,146340.0000,141480.0000,134460.0000,150491.0000,138240.0000,146340.0000,147420.0000,129600.0000,134460.0000,142020.0000,147251.0000,142020.0000,143640.0000,140400.0000,143100.0000,149580.0000,137531.0000,140940.0000,144720.0000,136620.0000,143640.0000,142020.0000,142560.0000,142015.0000
159840.0000,158220.0000,163080.0000,152651.0000,155520.0000,151740.0000,156060.0000,161460.0000,166320.0000,162000.0000,155891.0000,162540.0000,152280.0000,147420.0000,149580.0000,147960.0000,149411.0000,164700.0000,165240.0000,153360.0000,162540.0000,159840.0000,160920.0000,157511.0000,155611.0000
147960.0000,139320.0000,146880.0000,144551.0000,140940.0000,133380.0000,134460.0000,139320.0000,133380.0000,130140.0000,158051.0000,153360.0000,147420.0000,142560.0000,140400.0000,150120.0000,151571.0000,143100.0000,152280.0000,149580.0000,139860.0000,140400.0000,144180.0000,138071.0000,140752.1000
146340.0000,141480.0000,134460.0000,150491.0000,138240.0000,146340.0000,147420.0000,129600.0000,134460.0000,142020.0000,147251.0000,142020.0000,143640.0000,140400.0000,143100.0000,149580.0000,137531.0000,140940.0000,144720.0000,136620.0000,143640.0000,142020.0000,142560.0000,140771.0000,141349.4000
158220.0000,163080.0000,152651.0000,155520.0000,151740.0000,156060.0000,161460.0000,166320.0000,162000.0000,155891.0000,162540.0000,152280.0000,147420.0000,149580.0000,147960.0000,149411.0000,164700.0000,165240.0000,153360.0000,162540.0000,159840.0000,160920.0000,157511.0000,153900.0000,154232.7000
139320.0000,146880.0000,144551.0000,140940.0000,133380.0000,134460.0000,139320.0000,133380.0000,130140.0000,158051.0000,153360.0000,147420.0000,142560.0000,140400.0000,150120.0000,151571.0000,143100.0000,152280.0000,149580.0000,139860.0000,140400.0000,144180.0000,138071.0000,139320.0000,141248.9000
141480.0000,134460.0000,150491.0000,138240.0000,146340.0000,147420.0000,129600.0000,134460.0000,142020.0000,147251.0000,142020.0000,143640.0000,140400.0000,143100.0000,149580.0000,137531.0000,140940.0000,144720.0000,136620.0000,143640.0000,142020.0000,142560.0000,140771.0000,137160.0000,143289.5000
163080.0000,152651.0000,155520.0000,151740.0000,156060.0000,161460.0000,166320.0000,162000.0000,155891.0000,162540.0000,152280.0000,147420.0000,149580.0000,147960.0000,149411.0000,164700.0000,165240.0000,153360.0000,162540.0000,159840.0000,160920.0000,157511.0000,153900.0000,153360.0000,154829.3000
146880.0000,144551.0000,140940.0000,133380.0000,134460.0000,139320.0000,133380.0000,130140.0000,158051.0000,153360.0000,147420.0000,142560.0000,140400.0000,150120.0000,151571.0000,143100.0000,152280.0000,149580.0000,139860.0000,140400.0000,144180.0000,138071.0000,139320.0000,144720.0000,144208.8000
134460.0000,150491.0000,138240.0000,146340.0000,147420.0000,129600.0000,134460.0000,142020.0000,147251.0000,142020.0000,143640.0000,140400.0000,143100.0000,149580.0000,137531.0000,140940.0000,144720.0000,136620.0000,143640.0000,142020.0000,142560.0000,140771.0000,137160.0000,136080.0000,146837.9000
152651.0000,155520.0000,151740.0000,156060.0000,161460.0000,166320.0000,162000.0000,155891.0000,162540.0000,152280.0000,147420.0000,149580.0000,147960.0000,149411.0000,164700.0000,165240.0000,153360.0000,162540.0000,159840.0000,160920.0000,157511.0000,153900.0000,153360.0000,167940.0000,160147.4000
144551.0000,140940.0000,133380.0000,134460.0000,139320.0000,133380.0000,130140.0000,158051.0000,153360.0000,147420.0000,142560.0000,140400.0000,150120.0000,151571.0000,143100.0000,152280.0000,149580.0000,139860.0000,140400.0000,144180.0000,138071.0000,139320.0000,144720.0000,144180.0000,143870.3000
150491.0000,138240.0000,146340.0000,147420.0000,129600.0000,134460.0000,142020.0000,147251.0000,142020.0000,143640.0000,140400.0000,143100.0000,149580.0000,137531.0000,140940.0000,144720.0000,136620.0000,143640.0000,142020.0000,142560.0000,140771.0000,137160.0000,136080.0000,129600.0000,143129.3000
